"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","success","test_part","correct_response","probe"
"1695","<img src= stimuli/temporalOrder/37.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/2.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/18.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/11.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","98","858426","0.0-3.0-3.23","","contextMemory","2","37"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","99","858928","0.0-3.0-0.24","","fixation","",""
"5722","<img src= stimuli/temporalOrder/43.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/9.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/8.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/32.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","100","864652","0.0-3.0-1.24","","temporalOrder","3","43"
"null","","null","html-keyboard-response","101","865154","0.0-3.0-2.24","","blank","",""
"6837","<img src= stimuli/temporalOrder/43.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/29.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/33.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/12.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","102","871993","0.0-3.0-3.24","","contextMemory","3","43"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","103","872494","0.0-3.0-0.25","","fixation","",""
"4049","<img src= stimuli/temporalOrder/0.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/77.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/83.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/8.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","104","876544","0.0-3.0-1.25","","temporalOrder","3","0"
"null","","null","html-keyboard-response","105","877046","0.0-3.0-2.25","","blank","",""
"2806.9999999998836","<img src= stimuli/temporalOrder/0.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/43.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/37.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/9.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","106","879854","0.0-3.0-3.25","","contextMemory","3","0"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","107","880356","0.0-3.0-0.26","","fixation","",""
"5053","<img src= stimuli/temporalOrder/63.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/37.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/12.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/19.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","108","885410","0.0-3.0-1.26","","temporalOrder","1","63"
"null","","null","html-keyboard-response","109","885912","0.0-3.0-2.26","","blank","",""
"3219.0000000001164","<img src= stimuli/temporalOrder/63.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/14.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/18.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/28.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","110","889133","0.0-3.0-3.26","","contextMemory","2","63"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","111","889635","0.0-3.0-0.27","","fixation","",""
"14413","<img src= stimuli/temporalOrder/65.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/3.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/17.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/15.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","112","904049","0.0-3.0-1.27","","temporalOrder","2","65"
"null","","null","html-keyboard-response","113","904551","0.0-3.0-2.27","","blank","",""
"1528","<img src= stimuli/temporalOrder/65.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/10.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/16.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/41.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","114","906081","0.0-3.0-3.27","","contextMemory","2","65"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","115","906583","0.0-3.0-0.28","","fixation","",""
"5521.999999999884","<img src= stimuli/temporalOrder/76.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/38.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/13.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/15.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","116","912107","0.0-3.0-1.28","","temporalOrder","3","76"
"null","","null","html-keyboard-response","117","912609","0.0-3.0-2.28","","blank","",""
"2501","<img src= stimuli/temporalOrder/76.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/34.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/19.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/7.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","118","915111","0.0-3.0-3.28","","contextMemory","2","76"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","119","915612","0.0-3.0-0.29","","fixation","",""
"23519.999999999884","<img src= stimuli/temporalOrder/3.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/34.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/23.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/86.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","120","939134","0.0-3.0-1.29","","temporalOrder","1","3"
"null","","null","html-keyboard-response","121","939636","0.0-3.0-2.29","","blank","",""
"4157.999999999884","<img src= stimuli/temporalOrder/3.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/15.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/11.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/34.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","122","943795","0.0-3.0-3.29","","contextMemory","3","3"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","123","944298","0.0-3.0-0.30","","fixation","",""
"3624","<img src= stimuli/temporalOrder/34.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/16.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/32.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/59.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","124","947923","0.0-3.0-1.30","","temporalOrder","1","34"
"null","","null","html-keyboard-response","125","948425","0.0-3.0-2.30","","blank","",""
"2901","<img src= stimuli/temporalOrder/34.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/38.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/18.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/35.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","126","951327","0.0-3.0-3.30","","contextMemory","3","34"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","127","951829","0.0-3.0-0.31","","fixation","",""
"6243","<img src= stimuli/temporalOrder/15.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/72.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/76.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/35.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","128","958073","0.0-3.0-1.31","","temporalOrder","2","15"
"null","","null","html-keyboard-response","129","958575","0.0-3.0-2.31","","blank","",""
"4011","<img src= stimuli/temporalOrder/15.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/1.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/44.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/19.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","130","962588","0.0-3.0-3.31","","contextMemory","3","15"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","131","963090","0.0-3.0-0.32","","fixation","",""
"4546.000000000116","<img src= stimuli/temporalOrder/12.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/11.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/2.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/73.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","132","967638","0.0-3.0-1.32","","temporalOrder","3","12"
"null","","null","html-keyboard-response","133","968140","0.0-3.0-2.32","","blank","",""
"3637","<img src= stimuli/temporalOrder/12.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/8.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/31.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/20.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","134","971779","0.0-3.0-3.32","","contextMemory","1","12"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","135","972281","0.0-3.0-0.33","","fixation","",""
"2946","<img src= stimuli/temporalOrder/17.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/18.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/7.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/36.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","136","975228","0.0-3.0-1.33","","temporalOrder","3","17"
"null","","null","html-keyboard-response","137","975730","0.0-3.0-2.33","","blank","",""
"3932","<img src= stimuli/temporalOrder/17.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/43.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/16.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/7.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","138","979663","0.0-3.0-3.33","","contextMemory","2","17"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","139","980165","0.0-3.0-0.34","","fixation","",""
"3486.9999999998836","<img src= stimuli/temporalOrder/49.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/31.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/53.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/85.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","140","983654","0.0-3.0-1.34","","temporalOrder","1","49"
"null","","null","html-keyboard-response","141","984156","0.0-3.0-2.34","","blank","",""
"5469.999999999884","<img src= stimuli/temporalOrder/49.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/22.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/10.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/26.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","142","989626","0.0-3.0-3.34","","contextMemory","3","49"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","143","990128","0.0-3.0-0.35","","fixation","",""
"14058","<img src= stimuli/temporalOrder/23.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/16.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/47.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/20.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","144","1004187","0.0-3.0-1.35","","temporalOrder","1","23"
"null","","null","html-keyboard-response","145","1004690","0.0-3.0-2.35","","blank","",""
"3991.9999999998836","<img src= stimuli/temporalOrder/23.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/41.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/18.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/36.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","146","1008683","0.0-3.0-3.35","","contextMemory","3","23"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","147","1009185","0.0-3.0-0.36","","fixation","",""
"6635","<img src= stimuli/temporalOrder/32.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/48.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/43.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/27.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","148","1015820","0.0-3.0-1.36","","temporalOrder","2","32"
"null","","null","html-keyboard-response","149","1016322","0.0-3.0-2.36","","blank","",""
"5078","<img src= stimuli/temporalOrder/32.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/27.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/23.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/11.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","150","1021401","0.0-3.0-3.36","","contextMemory","3","32"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","151","1021903","0.0-3.0-0.37","","fixation","",""
"7413","<img src= stimuli/temporalOrder/72.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/50.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/30.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/54.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","152","1029318","0.0-3.0-1.37","","temporalOrder","2","72"
"null","","null","html-keyboard-response","153","1029820","0.0-3.0-2.37","","blank","",""
"2435.000000000233","<img src= stimuli/temporalOrder/72.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/37.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/15.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/4.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","154","1032257","0.0-3.0-3.37","","contextMemory","2","72"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","155","1032759","0.0-3.0-0.38","","fixation","",""
"7833.000000000116","<img src= stimuli/temporalOrder/42.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/14.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/78.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/80.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","156","1040594","0.0-3.0-1.38","","temporalOrder","2","42"
"null","","null","html-keyboard-response","157","1041096","0.0-3.0-2.38","","blank","",""
"2087","<img src= stimuli/temporalOrder/42.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/20.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/44.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/39.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","158","1043185","0.0-3.0-3.38","","contextMemory","2","42"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","159","1043687","0.0-3.0-0.39","","fixation","",""
"9145.999999999884","<img src= stimuli/temporalOrder/9.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/42.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/11.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/7.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","160","1052835","0.0-3.0-1.39","","temporalOrder","2","9"
"null","","null","html-keyboard-response","161","1053337","0.0-3.0-2.39","","blank","",""
"1850","<img src= stimuli/temporalOrder/9.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/15.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/26.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/42.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","162","1055189","0.0-3.0-3.39","","contextMemory","3","9"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","163","1055691","0.0-3.0-0.40","","fixation","",""
"3380.000000000233","<img src= stimuli/temporalOrder/60.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/18.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/51.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/49.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","164","1059072","0.0-3.0-1.40","","temporalOrder","1","60"
"null","","null","html-keyboard-response","165","1059573","0.0-3.0-2.40","","blank","",""
"4108","<img src= stimuli/temporalOrder/60.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/31.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/39.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/4.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","166","1063683","0.0-3.0-3.40","","contextMemory","1","60"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","167","1064185","0.0-3.0-0.41","","fixation","",""
"5213.000000000233","<img src= stimuli/temporalOrder/1.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/59.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/44.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/64.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","168","1069400","0.0-3.0-1.41","","temporalOrder","1","1"
"null","","null","html-keyboard-response","169","1069902","0.0-3.0-2.41","","blank","",""
"4283","<img src= stimuli/temporalOrder/1.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/27.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/31.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/33.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","170","1074187","0.0-3.0-3.41","","contextMemory","1","1"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","171","1074689","0.0-3.0-0.42","","fixation","",""
"6259","<img src= stimuli/temporalOrder/59.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/55.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/57.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/1.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","172","1080950","0.0-3.0-1.42","","temporalOrder","3","59"
"null","","null","html-keyboard-response","173","1081452","0.0-3.0-2.42","","blank","",""
"5688","<img src= stimuli/temporalOrder/59.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/14.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/42.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/27.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","174","1087142","0.0-3.0-3.42","","contextMemory","3","59"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","175","1087644","0.0-3.0-0.43","","fixation","",""
"4607","<img src= stimuli/temporalOrder/55.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/21.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/45.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/62.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","176","1092252","0.0-3.0-1.43","","temporalOrder","1","55"
"null","","null","html-keyboard-response","177","1092754","0.0-3.0-2.43","","blank","",""
"1384","<img src= stimuli/temporalOrder/55.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/37.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/3.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/40.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","178","1094139","0.0-3.0-3.43","","contextMemory","1","55"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","179","1094642","0.0-3.0-0.44","","fixation","",""
"3362","<img src= stimuli/temporalOrder/13.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/68.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/37.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/58.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","180","1098004","0.0-3.0-1.44","","temporalOrder","1","13"
"null","","null","html-keyboard-response","181","1098506","0.0-3.0-2.44","","blank","",""
"3865","<img src= stimuli/temporalOrder/13.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/15.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/38.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/40.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","182","1102373","0.0-3.0-3.44","","contextMemory","3","13"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","183","1102875","0.0-3.0-0.45","","fixation","",""
"5040","<img src= stimuli/temporalOrder/22.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/83.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/84.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/81.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","184","1107916","0.0-3.0-1.45","","temporalOrder","2","22"
"null","","null","html-keyboard-response","185","1108419","0.0-3.0-2.45","","blank","",""
"2861","<img src= stimuli/temporalOrder/22.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/7.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/18.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/24.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","186","1111282","0.0-3.0-3.45","","contextMemory","1","22"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","187","1111784","0.0-3.0-0.46","","fixation","",""
"4585.000000000233","<img src= stimuli/temporalOrder/67.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/66.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/1.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/54.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","188","1116371","0.0-3.0-1.46","","temporalOrder","1","67"
"null","","null","html-keyboard-response","189","1116872","0.0-3.0-2.46","","blank","",""
"4253","<img src= stimuli/temporalOrder/67.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/28.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/34.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/8.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","190","1121127","0.0-3.0-3.46","","contextMemory","2","67"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","191","1121629","0.0-3.0-0.47","","fixation","",""
"3798","<img src= stimuli/temporalOrder/81.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/9.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/56.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/69.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","192","1125428","0.0-3.0-1.47","","temporalOrder","3","81"
"null","","null","html-keyboard-response","193","1125930","0.0-3.0-2.47","","blank","",""
"5637","<img src= stimuli/temporalOrder/81.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/9.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/13.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/6.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","194","1131569","0.0-3.0-3.47","","contextMemory","3","81"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","195","1132072","0.0-3.0-0.48","","fixation","",""
