"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","success","test_part","correct_response","probe"
"2244","<img src= stimuli/temporalOrder/6.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/30.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/36.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/43.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","98","746132","0.0-3.0-3.23","","contextMemory","3","6"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","99","746633","0.0-3.0-0.24","","fixation","",""
"1880","<img src= stimuli/temporalOrder/36.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/17.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/33.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/67.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","100","748518","0.0-3.0-1.24","","temporalOrder","1","36"
"null","","null","html-keyboard-response","101","749019","0.0-3.0-2.24","","blank","",""
"903","<img src= stimuli/temporalOrder/36.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/15.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/17.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/10.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","102","749925","0.0-3.0-3.24","","contextMemory","2","36"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","103","750426","0.0-3.0-0.25","","fixation","",""
"3399","<img src= stimuli/temporalOrder/29.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/80.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/38.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/45.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","104","753830","0.0-3.0-1.25","","temporalOrder","1","29"
"null","","null","html-keyboard-response","105","754331","0.0-3.0-2.25","","blank","",""
"708","<img src= stimuli/temporalOrder/29.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/26.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/19.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/21.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","106","755046","0.0-3.0-3.25","","contextMemory","3","29"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","107","755547","0.0-3.0-0.26","","fixation","",""
"2420","<img src= stimuli/temporalOrder/32.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/48.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/43.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/27.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","108","757972","0.0-3.0-1.26","","temporalOrder","2","32"
"null","","null","html-keyboard-response","109","758473","0.0-3.0-2.26","","blank","",""
"534","<img src= stimuli/temporalOrder/32.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/27.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/23.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/11.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","110","759012","0.0-3.0-3.26","","contextMemory","3","32"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","111","759514","0.0-3.0-0.27","","fixation","",""
"2599","<img src= stimuli/temporalOrder/38.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/52.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/69.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/42.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","112","762117","0.0-3.0-1.27","","temporalOrder","3","38"
"null","","null","html-keyboard-response","113","762619","0.0-3.0-2.27","","blank","",""
"627","<img src= stimuli/temporalOrder/38.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/20.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/22.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/43.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","114","763252","0.0-3.0-3.27","","contextMemory","3","38"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","115","763752","0.0-3.0-0.28","","fixation","",""
"1992","<img src= stimuli/temporalOrder/15.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/72.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/76.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/35.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","116","765748","0.0-3.0-1.28","","temporalOrder","2","15"
"null","","null","html-keyboard-response","117","766248","0.0-3.0-2.28","","blank","",""
"758","<img src= stimuli/temporalOrder/15.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/1.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/44.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/19.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","118","767012","0.0-3.0-3.28","","contextMemory","3","15"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","119","767513","0.0-3.0-0.29","","fixation","",""
"1991","<img src= stimuli/temporalOrder/68.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/48.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/28.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/2.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","120","769508","0.0-3.0-1.29","","temporalOrder","3","68"
"null","","null","html-keyboard-response","121","770008","0.0-3.0-2.29","","blank","",""
"455","<img src= stimuli/temporalOrder/68.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/40.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/8.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/42.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","122","770467","0.0-3.0-3.29","","contextMemory","1","68"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","123","770967","0.0-3.0-0.30","","fixation","",""
"1161","<img src= stimuli/temporalOrder/35.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/1.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/27.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/58.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","124","772131","0.0-3.0-1.30","","temporalOrder","3","35"
"null","","null","html-keyboard-response","125","772632","0.0-3.0-2.30","","blank","",""
"298","<img src= stimuli/temporalOrder/35.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/3.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/8.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/32.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","126","772931","0.0-3.0-3.30","","contextMemory","1","35"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","127","773431","0.0-3.0-0.31","","fixation","",""
"3128","<img src= stimuli/temporalOrder/52.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/30.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/4.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/78.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","128","776564","0.0-3.0-1.31","","temporalOrder","1","52"
"null","","null","html-keyboard-response","129","777067","0.0-3.0-2.31","","blank","",""
"1637","<img src= stimuli/temporalOrder/52.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/7.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/14.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/1.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","130","778707","0.0-3.0-3.31","","contextMemory","2","52"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","131","779207","0.0-3.0-0.32","","fixation","",""
"1621","<img src= stimuli/temporalOrder/84.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/65.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/6.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/22.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","132","780836","0.0-3.0-1.32","","temporalOrder","3","84"
"null","","null","html-keyboard-response","133","781338","0.0-3.0-2.32","","blank","",""
"548","<img src= stimuli/temporalOrder/84.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/35.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/7.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/27.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","134","781890","0.0-3.0-3.32","","contextMemory","2","84"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","135","782391","0.0-3.0-0.33","","fixation","",""
"1049","<img src= stimuli/temporalOrder/69.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/81.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/79.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/75.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","136","783443","0.0-3.0-1.33","","temporalOrder","1","69"
"null","","null","html-keyboard-response","137","783944","0.0-3.0-2.33","","blank","",""
"328","<img src= stimuli/temporalOrder/69.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/5.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/2.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/32.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","138","784274","0.0-3.0-3.33","","contextMemory","1","69"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","139","784776","0.0-3.0-0.34","","fixation","",""
"2185","<img src= stimuli/temporalOrder/60.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/18.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/51.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/49.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","140","786965","0.0-3.0-1.34","","temporalOrder","1","60"
"null","","null","html-keyboard-response","141","787466","0.0-3.0-2.34","","blank","",""
"71","<img src= stimuli/temporalOrder/60.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/31.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/39.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/4.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","142","787541","0.0-3.0-3.34","","contextMemory","1","60"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","143","788042","0.0-3.0-0.35","","fixation","",""
"3799","<img src= stimuli/temporalOrder/26.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/52.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/82.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/80.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","144","791843","0.0-3.0-1.35","","temporalOrder","3","26"
"null","","null","html-keyboard-response","145","792344","0.0-3.0-2.35","","blank","",""
"1298","<img src= stimuli/temporalOrder/26.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/21.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/22.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/17.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","146","793644","0.0-3.0-3.35","","contextMemory","2","26"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","147","794145","0.0-3.0-0.36","","fixation","",""
"2350","<img src= stimuli/temporalOrder/23.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/16.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/47.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/20.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","148","796501","0.0-3.0-1.36","","temporalOrder","1","23"
"null","","null","html-keyboard-response","149","797002","0.0-3.0-2.36","","blank","",""
"2198","<img src= stimuli/temporalOrder/23.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/41.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/18.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/36.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","150","799202","0.0-3.0-3.36","","contextMemory","3","23"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","151","799704","0.0-3.0-0.37","","fixation","",""
"1977","<img src= stimuli/temporalOrder/17.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/18.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/7.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/36.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","152","801683","0.0-3.0-1.37","","temporalOrder","3","17"
"null","","null","html-keyboard-response","153","802186","0.0-3.0-2.37","","blank","",""
"749","<img src= stimuli/temporalOrder/17.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/43.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/16.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/7.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","154","802947","0.0-3.0-3.37","","contextMemory","2","17"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","155","803450","0.0-3.0-0.38","","fixation","",""
"1663","<img src= stimuli/temporalOrder/85.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/87.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/23.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/34.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","156","805121","0.0-3.0-1.38","","temporalOrder","1","85"
"null","","null","html-keyboard-response","157","805622","0.0-3.0-2.38","","blank","",""
"232","<img src= stimuli/temporalOrder/85.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/35.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/23.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/25.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","158","805858","0.0-3.0-3.38","","contextMemory","2","85"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","159","806360","0.0-3.0-0.39","","fixation","",""
"2359","<img src= stimuli/temporalOrder/83.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/86.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/77.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/43.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","160","808723","0.0-3.0-1.39","","temporalOrder","3","83"
"null","","null","html-keyboard-response","161","809224","0.0-3.0-2.39","","blank","",""
"165","<img src= stimuli/temporalOrder/83.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/12.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/36.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/6.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","162","809395","0.0-3.0-3.39","","contextMemory","1","83"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","163","809898","0.0-3.0-0.40","","fixation","",""
"774","<img src= stimuli/temporalOrder/49.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/31.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/53.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/85.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","164","810674","0.0-3.0-1.40","","temporalOrder","1","49"
"null","","null","html-keyboard-response","165","811174","0.0-3.0-2.40","","blank","",""
"249","<img src= stimuli/temporalOrder/49.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/22.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/10.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/26.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","166","811425","0.0-3.0-3.40","","contextMemory","3","49"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","167","811927","0.0-3.0-0.41","","fixation","",""
"1126","<img src= stimuli/temporalOrder/46.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/70.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/74.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/61.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","168","813059","0.0-3.0-1.41","","temporalOrder","3","46"
"null","","null","html-keyboard-response","169","813560","0.0-3.0-2.41","","blank","",""
"711","<img src= stimuli/temporalOrder/46.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/11.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/34.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/24.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","170","814275","0.0-3.0-3.41","","contextMemory","1","46"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","171","814775","0.0-3.0-0.42","","fixation","",""
"1462","<img src= stimuli/temporalOrder/2.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/21.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/60.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/14.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","172","816243","0.0-3.0-1.42","","temporalOrder","3","2"
"null","","null","html-keyboard-response","173","816744","0.0-3.0-2.42","","blank","",""
"646","<img src= stimuli/temporalOrder/2.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/17.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/39.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/11.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","174","817393","0.0-3.0-3.42","","contextMemory","2","2"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","175","817895","0.0-3.0-0.43","","fixation","",""
"2024","<img src= stimuli/temporalOrder/54.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/81.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/58.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/14.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","176","819921","0.0-3.0-1.43","","temporalOrder","3","54"
"null","","null","html-keyboard-response","177","820422","0.0-3.0-2.43","","blank","",""
"200","<img src= stimuli/temporalOrder/54.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/5.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/38.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/37.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","178","820627","0.0-3.0-3.43","","contextMemory","2","54"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","179","821128","0.0-3.0-0.44","","fixation","",""
"1781","<img src= stimuli/temporalOrder/9.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/42.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/11.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/7.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","180","822913","0.0-3.0-1.44","","temporalOrder","2","9"
"null","","null","html-keyboard-response","181","823414","0.0-3.0-2.44","","blank","",""
"217","<img src= stimuli/temporalOrder/9.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/15.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/26.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/42.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","182","823634","0.0-3.0-3.44","","contextMemory","3","9"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","183","824135","0.0-3.0-0.45","","fixation","",""
"2183","<img src= stimuli/temporalOrder/3.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/34.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/23.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/86.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","184","826322","0.0-3.0-1.45","","temporalOrder","1","3"
"null","","null","html-keyboard-response","185","826823","0.0-3.0-2.45","","blank","",""
"487","<img src= stimuli/temporalOrder/3.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/15.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/11.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/34.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","186","827314","0.0-3.0-3.45","","contextMemory","3","3"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","187","827815","0.0-3.0-0.46","","fixation","",""
"3834","<img src= stimuli/temporalOrder/34.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/16.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/32.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/59.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","188","831652","0.0-3.0-1.46","","temporalOrder","1","34"
"null","","null","html-keyboard-response","189","832153","0.0-3.0-2.46","","blank","",""
"917","<img src= stimuli/temporalOrder/34.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/38.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/18.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/35.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","190","833073","0.0-3.0-3.46","","contextMemory","3","34"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","191","833574","0.0-3.0-0.47","","fixation","",""
"2952","<img src= stimuli/temporalOrder/27.png width = '400' height = '251.57232704402514'><p>What came after this object?</p><img src= stimuli/temporalOrder/65.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/42.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/12.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","192","836530","0.0-3.0-1.47","","temporalOrder","3","27"
"null","","null","html-keyboard-response","193","837031","0.0-3.0-2.47","","blank","",""
"310","<img src= stimuli/temporalOrder/27.png width = '400' height = '251.57232704402514'><p>In which room was the object?</p><img src= stimuli/contextMemory/16.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/8.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/contextMemory/24.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","194","837345","0.0-3.0-3.47","","contextMemory","2","27"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","195","837845","0.0-3.0-0.48","","fixation","",""
"1063","<img src= stimuli/temporalOrder/53.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= stimuli/temporalOrder/26.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/22.png width = '400' height = '251.57232704402514' hspace='5'><img src= stimuli/temporalOrder/64.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","196","838913","0.0-3.0-1.48","","temporalOrder","3","53"
